collision_index,vehicle_reference,vehicle_type,age_of_driver,age_of_vehicle
C202601968,1,9,81,5
C202601969,1,19,19,10
C202601969,2,11,29,2
C202601970,1,9,43,12
C202601971,1,1,38,23
C202601972,1,9,65,13
C202601972,2,9,46,9
C202601973,1,9,74,13
C202601973,2,9,40,4
C202601974,1,11,83,15
C202601974,2,9,40,5
C202601975,1,3,19,9
C202601975,2,9,62,11
C202601976,1,11,74,12
C202601977,1,9,25,15
C202601978,1,9,54,-1
C202601978,2,19,37,-1
C202601979,1,9,34,23
C202601979,2,9,-1,10
C202601980,1,9,41,3
C202601980,2,5,44,9
C202601980,3,19,60,9
C202601981,1,1,74,21
C202601981,2,9,40,17
C202601982,1,3,79,20
C202601983,1,9,50,4
C202601983,2,9,31,10
C202601984,1,1,62,5
C202601984,2,9,17,1
C202601984,3,9,24,12
C202601984,4,3,58,23
C202601985,1,9,29,11
C202601986,1,11,61,23
C202601987,1,5,83,4
C202601987,2,19,72,9
C202601988,1,19,27,7
C202601989,1,9,57,15
C202601989,2,3,73,13
C202601990,1,19,30,18
C202601990,2,1,52,14
C202601990,3,9,70,8
C202601991,1,19,35,7
C202601992,1,9,61,21
C202601993,1,9,32,17
C202601993,2,9,56,23
C202601994,1,11,66,-1
C202601995,1,9,30,14
C202601996,1,3,67,9
C202601996,2,9,37,9
C202601997,1,9,-1,9
C202601997,2,9,58,8
C202601997,3,9,23,8
C202601998,1,9,22,11
C202601999,1,9,76,13
C202602000,1,3,54,23
C202602000,2,9,68,9
C202602000,3,19,54,-1
C202602001,1,9,50,3
C202602001,2,11,21,18
C202602002,1,9,78,15
C202602002,2,9,45,15
C202602003,1,9,31,9
C202602004,1,9,45,7
C202602004,2,9,42,10
C202602005,1,11,19,1
C202602005,2,3,39,6
C202602006,1,5,69,7
C202602006,2,9,35,2
C202602006,3,9,26,13
C202602006,4,19,22,-1
C202602007,1,19,38,8
C202602007,2,11,82,9
C202602008,1,19,62,24
C202602008,2,11,28,9
C202602008,3,9,31,17
C202602009,1,9,46,20
C202602009,2,11,54,12
C202602010,1,11,45,22
C202602010,2,9,51,10
C202602010,3,3,40,8
C202602011,1,3,33,24
C202602011,2,11,58,6
C202602012,1,5,76,17
C202602012,2,9,17,14
C202602013,1,9,64,14
C202602013,2,9,30,24
C202602013,3,5,65,19
C202602014,1,9,38,2
C202602014,2,9,56,18
C202602015,1,9,50,10
C202602016,1,9,49,4
C202602016,2,9,-1,16
C202602017,1,11,17,0
C202602017,2,9,19,6
C202602017,3,11,44,17
C202602018,1,3,34,5
C202602018,2,11,67,12
C202602019,1,9,51,13
C202602019,2,9,51,6
C202602020,1,9,19,21
C202602020,2,9,35,6
C202602021,1,3,72,4
C202602021,2,11,49,3
C202602021,3,9,58,0
C202602021,4,9,42,-1
C202602022,1,9,24,14
C202602022,2,3,37,24
C202602023,1,9,39,0
C202602023,2,3,64,1
C202602024,1,9,83,13
C202602025,1,9,71,22
C202602026,1,1,32,15
C202602026,2,9,63,18
C202602027,1,9,84,14
C202602028,1,9,70,3
C202602028,2,9,75,18
C202602029,1,19,65,9
C202602030,1,9,79,11
C202602031,1,9,22,18
C202602032,1,9,68,18
C202602033,1,9,20,-1
C202602033,2,5,33,22
C202602033,3,9,40,6
C202602034,1,9,18,2
C202602034,2,11,81,2
C202602035,1,9,67,12
C202602035,2,19,43,21
C202602035,3,9,29,11
C202602036,1,1,30,12
C202602037,1,9,24,22
C202602037,2,9,33,3
C202602038,1,3,34,18
C202602038,2,9,42,0
C202602038,3,9,79,16
C202602039,1,9,49,4
C202602039,2,11,47,-1
C202602040,1,9,60,0
C202602040,2,9,75,22
C202602041,1,9,28,13
C202602041,2,11,23,17
C202602042,1,9,33,17
C202602042,2,9,37,7
C202602042,3,11,23,11
C202602042,4,3,57,20
C202602043,1,5,39,-1
C202602043,2,9,29,19
C202602044,1,9,60,9
C202602045,1,9,59,6
C202602045,2,3,83,13
C202602046,1,9,52,5
C202602046,2,19,54,6
C202602047,1,9,43,15
C202602047,2,9,84,1
C202602048,1,3,21,9
C202602048,2,19,43,6
C202602049,1,3,35,6
C202602049,2,9,48,12
C202602050,1,9,32,-1
C202602050,2,9,41,-1
C202602051,1,19,-1,22
C202602052,1,19,77,16
C202602052,2,9,71,24
C202602053,1,3,47,15
C202602053,2,3,62,7
C202602054,1,3,55,10
C202602054,2,1,55,22
C202602055,1,9,63,14
C202602055,2,3,60,-1
C202602055,3,3,29,6
C202602055,4,9,57,11
C202602056,1,9,42,0
C202602056,2,11,35,7
C202602057,1,1,64,1
C202602057,2,9,18,5
C202602058,1,5,59,15
C202602059,1,9,67,21
C202602059,2,9,-1,13
C202602060,1,5,46,17
C202602060,2,19,53,12
C202602060,3,5,75,22
C202602060,4,3,31,18
C202602061,1,9,71,21
C202602061,2,9,66,15
C202602062,1,5,83,21
C202602062,2,11,54,11
C202602063,1,9,60,24
C202602063,2,5,35,9
C202602064,1,9,25,18
C202602064,2,9,74,7
C202602065,1,3,83,9
C202602065,2,19,83,13
C202602066,1,9,31,10
C202602066,2,9,24,6
C202602067,1,19,81,18
C202602068,1,11,59,21
C202602068,2,19,82,13
C202602068,3,9,76,-1
C202602069,1,1,38,19
C202602069,2,9,37,3
C202602070,1,3,32,10
C202602071,1,19,59,20
C202602071,2,9,26,-1
C202602072,1,9,77,17
C202602073,1,9,31,1
C202602074,1,1,38,12
C202602074,2,9,-1,12
C202602075,1,9,58,9
C202602076,1,11,19,24
C202602077,1,9,41,2
C202602078,1,11,25,4
C202602078,2,11,82,19
C202602079,1,9,42,24
C202602079,2,9,23,20
C202602080,1,11,69,22
C202602080,2,9,28,8
C202602080,3,19,80,-1
C202602081,1,5,29,8
C202602081,2,19,23,3
C202602082,1,5,25,5
C202602082,2,9,41,0
C202602082,3,3,71,9
C202602083,1,11,51,12
C202602083,2,9,72,10
C202602084,1,9,50,6
C202602084,2,11,38,2
C202602085,1,3,47,19
C202602085,2,19,44,23
C202602086,1,9,25,1
C202602086,2,9,45,8
C202602087,1,3,48,16
C202602088,1,9,69,22
C202602088,2,9,74,8
C202602089,1,19,25,7
C202602090,1,9,64,10
C202602090,2,5,48,2
C202602091,1,5,36,14
C202602091,2,19,32,2
C202602092,1,9,77,4
C202602093,1,9,25,-1
C202602094,1,9,48,12
C202602094,2,9,57,-1
C202602095,1,9,60,-1
C202602096,1,9,45,11
C202602096,2,19,39,11
C202602097,1,9,40,1
C202602097,2,11,52,3
C202602097,3,9,56,22
C202602098,1,9,20,6
C202602099,1,3,70,8
C202602099,2,1,-1,12
C202602100,1,9,23,16
C202602100,2,9,83,21
C202602101,1,9,24,2
C202602101,2,3,-1,17
C202602101,3,9,76,16
C202602102,1,9,60,20
C202602103,1,9,69,12
C202602103,2,5,61,16
C202602104,1,9,48,8
C202602104,2,9,27,8
C202602105,1,9,64,17
C202602106,1,19,46,2
C202602106,2,11,54,-1
C202602107,1,3,50,19
C202602107,2,9,17,17
C202602108,1,9,41,20
C202602108,2,1,33,-1
C202602109,1,3,69,2
C202602109,2,11,54,13
C202602110,1,9,42,-1
C202602110,2,9,46,14
C202602111,1,9,40,20
C202602112,1,9,57,10
C202602113,1,3,51,5
C202602114,1,5,70,0
C202602114,2,9,35,10
C202602114,3,1,57,-1
C202602115,1,9,32,11
C202602115,2,9,62,7
C202602116,1,11,21,12
C202602116,2,9,53,16
C202602117,1,1,81,11
C202602117,2,9,73,1
C202602118,1,9,23,10
C202602118,2,5,63,7
C202602119,1,9,62,-1
C202602119,2,9,67,9
C202602120,1,9,49,-1
C202602120,2,9,77,1
C202602120,3,9,44,17
C202602120,4,9,68,19
C202602121,1,11,61,2
C202602122,1,9,78,14
C202602122,2,9,83,2
C202602123,1,9,49,2
C202602123,2,9,-1,1
C202602124,1,9,44,13
C202602124,2,9,83,17
C202602124,3,19,70,0
C202602124,4,5,74,8
C202602125,1,19,35,10
C202602125,2,9,29,13
C202602126,1,19,48,-1
C202602126,2,9,55,16
C202602126,3,9,44,12
C202602127,1,11,-1,10
C202602127,2,9,58,11
C202602128,1,11,62,3
C202602128,2,11,80,19
C202602129,1,11,67,22
C202602129,2,9,72,4
C202602130,1,9,77,22
C202602130,2,5,42,0
C202602131,1,5,84,10
C202602131,2,5,38,13
C202602132,1,9,26,4
C202602132,2,9,37,13
C202602133,1,1,37,4
C202602133,2,9,27,0
C202602133,3,9,50,0
C202602134,1,9,27,20
C202602134,2,3,77,21
C202602135,1,9,73,10
C202602136,1,9,41,2
C202602136,2,5,26,8
C202602137,1,5,56,8
C202602137,2,9,60,-1
C202602138,1,9,26,17
C202602138,2,9,38,15
C202602139,1,3,58,16
C202602139,2,1,40,5
C202602139,3,19,55,23
C202602139,4,3,19,24
C202602140,1,5,46,1
C202602140,2,9,65,23
C202602141,1,9,40,1
C202602141,2,3,54,2
C202602141,3,9,35,10
C202602142,1,3,29,11
C202602142,2,5,44,-1
C202602143,1,5,56,1
C202602143,2,3,84,18
C202602144,1,9,84,7
C202602144,2,9,50,16
C202602145,1,19,34,14
C202602146,1,9,56,21
C202602147,1,11,47,2
C202602147,2,19,34,15
C202602148,1,5,49,16
C202602148,2,9,35,22
C202602149,1,11,32,17
C202602149,2,11,70,5
C202602150,1,3,77,9
C202602151,1,3,62,4
C202602151,2,5,36,5
C202602152,1,9,60,23
C202602152,2,9,39,1
C202602153,1,5,69,15
C202602153,2,5,79,13
C202602154,1,11,83,10
C202602154,2,9,75,9
C202602155,1,9,35,5
C202602156,1,9,34,-1
C202602156,2,5,24,22
C202602157,1,5,72,19
C202602157,2,9,27,19
C202602158,1,5,70,4
C202602158,2,5,75,10
C202602159,1,5,24,2
C202602160,1,9,42,-1
C202602160,2,9,56,23
C202602161,1,5,40,20
C202602161,2,9,29,18
C202602162,1,19,49,4
C202602162,2,9,33,14
C202602163,1,3,42,15
C202602163,2,9,65,9
C202602164,1,9,60,23
C202602165,1,9,33,10
C202602165,2,1,45,11
C202602166,1,3,31,20
C202602166,2,5,68,5
C202602167,1,19,69,15
C202602168,1,9,18,14
C202602168,2,11,38,8
C202602169,1,9,51,9
C202602170,1,9,44,8
C202602171,1,3,57,23
C202602171,2,3,52,5
C202602172,1,5,78,9
C202602172,2,9,79,19
C202602172,3,9,71,0
C202602172,4,5,26,18
C202602173,1,9,62,-1
C202602173,2,9,22,16
C202602174,1,9,33,24
C202602175,1,9,64,-1
C202602175,2,19,78,21
C202602176,1,9,-1,2
C202602176,2,9,63,1
C202602177,1,9,25,21
C202602177,2,3,32,15
C202602178,1,9,60,-1
C202602179,1,1,65,12
C202602179,2,9,78,11
C202602180,1,3,51,14
C202602180,2,11,35,18
C202602181,1,9,23,14
C202602181,2,5,33,22
C202602182,1,9,47,8
C202602182,2,19,74,21
C202602183,1,9,-1,9
C202602184,1,1,21,4
C202602184,2,3,66,-1
C202602185,1,3,27,10
C202602186,1,9,81,11
C202602187,1,3,82,10
C202602187,2,9,66,14
C202602188,1,1,64,5
C202602188,2,9,70,15
C202602189,1,3,83,10
C202602190,1,11,33,4
C202602190,2,11,25,19
C202602191,1,9,18,16
C202602191,2,11,59,2
C202602192,1,9,42,2
C202602192,2,9,30,23
C202602193,1,9,35,20
C202602193,2,11,23,1
C202602194,1,19,78,2
C202602195,1,11,28,3
C202602195,2,9,44,5
C202602196,1,9,53,1
C202602196,2,19,-1,11
C202602197,1,9,18,15
C202602197,2,11,38,10
C202602198,1,9,62,0
C202602198,2,9,82,5
C202602198,3,9,-1,15
C202602199,1,9,84,-1
C202602199,2,9,32,8
C202602200,1,11,31,21
C202602200,2,9,51,6
C202602201,1,5,38,12
C202602201,2,9,80,22
C202602202,1,11,65,24
C202602202,2,11,66,9
C202602203,1,9,51,20
C202602203,2,5,28,17
C202602203,3,19,52,8
C202602204,1,9,65,7
C202602204,2,5,41,-1
C202602204,3,19,28,14
C202602205,1,9,38,4
C202602205,2,9,-1,0
C202602205,3,11,34,17
C202602205,4,19,36,15
C202602206,1,9,81,14
C202602206,2,19,59,12
C202602207,1,9,33,12
C202602207,2,5,19,1
C202602207,3,11,83,14
C202602207,4,11,68,7
C202602208,1,9,36,14
C202602208,2,9,35,21
C202602208,3,19,51,-1
C202602208,4,3,47,10
C202602209,1,9,55,23
C202602209,2,9,80,5
C202602210,1,11,19,11
C202602211,1,9,78,1
C202602211,2,9,28,11
C202602212,1,9,19,2
C202602212,2,9,27,12
C202602213,1,9,22,-1
C202602213,2,9,38,2
C202602214,1,5,76,7
C202602214,2,9,73,19
C202602214,3,9,82,11
C202602214,4,9,49,17
C202602215,1,9,18,11
C202602215,2,3,18,3
C202602216,1,9,50,2
C202602216,2,9,67,5
C202602216,3,19,25,1
C202602217,1,3,80,0
C202602218,1,9,75,9
C202602218,2,9,47,18
C202602219,1,19,69,14
C202602219,2,9,30,4
C202602220,1,9,50,11
C202602220,2,9,51,11
C202602220,3,3,69,23
C202602220,4,9,70,23
C202602221,1,11,79,12
C202602221,2,9,35,24
C202602221,3,11,25,8
C202602221,4,9,40,24
C202602222,1,9,75,9
C202602222,2,9,65,5
C202602223,1,11,50,19
C202602224,1,9,36,14
C202602225,1,9,43,17
C202602225,2,9,26,19
C202602225,3,9,57,13
C202602226,1,9,47,17
C202602226,2,5,55,1
C202602226,3,3,-1,16
C202602227,1,3,51,12
C202602227,2,9,35,2
C202602227,3,1,23,11
C202602228,1,3,61,2
C202602228,2,5,75,17
C202602229,1,9,-1,2
C202602230,1,9,27,22
C202602230,2,11,76,19
C202602231,1,19,19,2
C202602232,1,9,71,8
C202602233,1,9,33,20
C202602234,1,11,18,11
C202602234,2,9,46,23
C202602234,3,9,42,14
C202602235,1,9,78,22
C202602235,2,9,75,1
C202602235,3,3,44,8
C202602236,1,9,41,21
C202602236,2,11,79,15
C202602237,1,19,69,-1
C202602237,2,5,48,7
C202602238,1,3,28,15
C202602238,2,3,82,9
C202602239,1,19,70,17
C202602240,1,9,38,19
C202602240,2,5,60,5
C202602241,1,9,83,11
C202602242,1,9,84,13
C202602242,2,5,73,9
C202602243,1,9,34,1
C202602243,2,9,81,22
C202602243,3,9,73,21
C202602244,1,19,73,13
C202602244,2,9,68,12
C202602245,1,9,73,9
C202602245,2,9,46,21
C202602245,3,11,59,16
C202602246,1,9,73,7
C202602246,2,11,19,17
C202602247,1,19,65,0
C202602247,2,9,22,3
C202602247,3,11,50,5
C202602248,1,11,17,14
C202602248,2,9,78,-1
C202602249,1,5,52,18
C202602249,2,11,31,23
C202602250,1,9,27,3
C202602250,2,19,59,20
C202602251,1,3,63,19
C202602252,1,3,75,-1
C202602253,1,9,69,5
C202602253,2,1,81,10
C202602254,1,9,76,10
C202602254,2,9,68,6
C202602255,1,19,65,24
C202602255,2,9,77,6
C202602256,1,3,52,15
C202602256,2,5,60,11
C202602256,3,9,38,18
C202602256,4,9,23,0
C202602257,1,5,72,-1
C202602257,2,9,67,5
C202602258,1,19,72,23
C202602258,2,9,62,24
C202602259,1,9,78,6
C202602260,1,11,31,-1
C202602260,2,9,73,3
C202602261,1,11,79,2
C202602261,2,9,54,5
C202602261,3,3,31,19
C202602262,1,9,72,19
C202602262,2,11,39,18
C202602263,1,9,19,1
C202602264,1,9,39,21
C202602265,1,5,41,15
C202602266,1,9,47,16
C202602266,2,9,45,2
C202602267,1,9,57,4
C202602267,2,1,43,19
C202602268,1,9,79,4
C202602269,1,5,51,8
C202602270,1,9,65,15
C202602271,1,3,26,11
C202602271,2,9,34,1
C202602272,1,19,50,0
C202602272,2,9,71,15
C202602272,3,3,51,5
C202602272,4,9,44,2
C202602273,1,1,35,4
C202602274,1,3,61,8
C202602274,2,9,47,-1
C202602275,1,11,64,19
C202602275,2,19,81,0
C202602276,1,9,68,23
C202602276,2,9,75,2
C202602277,1,19,77,6
C202602278,1,9,22,-1
C202602279,1,9,38,2
C202602279,2,11,59,11
C202602279,3,3,72,22
C202602280,1,9,82,9
C202602281,1,9,81,16
C202602282,1,19,58,23
C202602283,1,5,67,5
C202602283,2,5,30,24
C202602284,1,3,80,22
C202602284,2,11,35,13
C202602284,3,11,75,0
C202602285,1,9,65,17
C202602285,2,9,22,6
C202602285,3,9,27,8
C202602286,1,9,33,10
C202602286,2,19,36,10
C202602287,1,3,18,8
C202602288,1,11,37,0
C202602289,1,9,80,5
C202602289,2,19,58,6
C202602290,1,3,27,-1
C202602290,2,5,78,22
C202602291,1,5,64,20
C202602291,2,9,83,9
C202602291,3,9,66,5
C202602291,4,9,56,14
C202602292,1,9,36,9
C202602292,2,9,50,16
C202602292,3,9,20,9
C202602293,1,9,19,18
C202602293,2,19,67,9
C202602294,1,9,80,0
C202602295,1,9,21,7
C202602295,2,5,40,-1
C202602296,1,9,38,17
C202602296,2,9,75,13
C202602297,1,1,20,11
C202602297,2,11,41,23
C202602298,1,9,57,18
C202602298,2,3,33,8
C202602299,1,5,47,21
C202602299,2,11,26,3
C202602300,1,9,71,-1
C202602300,2,9,83,7
C202602300,3,19,46,7
C202602300,4,9,27,21
C202602301,1,9,39,11
C202602301,2,3,73,5
C202602302,1,9,34,0
C202602302,2,1,64,23
C202602303,1,9,79,0
C202602303,2,19,66,20
C202602304,1,19,58,0
C202602304,2,9,72,-1
C202602304,3,9,72,7
C202602305,1,9,49,2
C202602305,2,9,59,22
C202602305,3,9,75,15
C202602306,1,3,43,22
C202602306,2,9,67,18
C202602307,1,9,74,15
C202602307,2,9,74,8
C202602308,1,9,72,22
C202602308,2,19,46,12
C202602309,1,9,79,16
C202602310,1,19,61,6
C202602311,1,19,71,18
C202602311,2,9,48,11
C202602312,1,9,54,11
C202602312,2,9,40,13
C202602313,1,9,57,10
C202602314,1,3,19,9
C202602314,2,11,48,10
C202602315,1,9,80,1
C202602315,2,5,60,-1
C202602316,1,9,72,24
C202602316,2,3,21,16
C202602317,1,5,61,9
C202602317,2,9,56,15
C202602318,1,5,73,19
C202602319,1,9,35,18
C202602320,1,9,44,-1
C202602320,2,5,39,9
C202602321,1,9,53,0
C202602321,2,3,36,15
C202602322,1,19,71,8
C202602322,2,3,71,-1
C202602323,1,9,56,2
C202602323,2,11,74,11
C202602323,3,9,22,-1
C202602324,1,3,66,19
C202602324,2,3,17,24
C202602324,3,9,34,20
C202602324,4,11,23,8
C202602325,1,9,33,15
C202602326,1,1,68,22
C202602327,1,9,20,11
C202602327,2,11,54,4
C202602328,1,1,28,23
C202602329,1,9,33,-1
C202602329,2,3,26,11
C202602329,3,19,19,10
C202602329,4,9,17,7
C202602330,1,9,23,3
C202602330,2,9,63,24
C202602330,3,9,59,0
C202602330,4,9,35,8
C202602331,1,9,24,20
C202602331,2,9,54,16
C202602332,1,9,52,-1
C202602332,2,19,48,16
C202602333,1,5,25,9
C202602334,1,9,24,-1
C202602334,2,9,60,14
C202602335,1,9,64,24
C202602335,2,9,20,18
C202602336,1,1,67,9
C202602337,1,19,23,13
C202602337,2,9,67,8
C202602337,3,9,28,5
C202602338,1,3,38,8
C202602339,1,19,28,21
C202602339,2,9,23,-1
C202602339,3,9,50,17
C202602340,1,3,73,5
C202602340,2,9,-1,17
C202602341,1,9,61,2
C202602341,2,11,20,3
C202602342,1,19,77,24
C202602342,2,9,18,21
C202602343,1,9,69,17
C202602343,2,19,73,11
C202602344,1,5,26,5
C202602345,1,9,65,-1
C202602345,2,19,21,22
C202602345,3,9,41,15
C202602346,1,9,21,8
C202602346,2,9,74,5
C202602347,1,9,64,24
C202602347,2,9,20,2
C202602348,1,19,57,22
C202602348,2,11,30,5
C202602349,1,9,24,18
C202602350,1,11,62,1
C202602350,2,9,20,11
C202602351,1,9,17,14
C202602352,1,9,26,13
C202602352,2,3,32,11
C202602353,1,9,23,10
C202602353,2,3,73,3
C202602354,1,9,43,0
C202602354,2,9,30,6
C202602355,1,9,56,23
C202602355,2,1,28,11
C202602356,1,11,45,14
C202602356,2,9,35,2
C202602357,1,3,48,12
C202602358,1,9,18,18
C202602359,1,3,25,5
C202602359,2,9,25,16
C202602360,1,9,55,10
C202602360,2,9,52,23
C202602361,1,9,47,20
C202602361,2,9,48,2
C202602362,1,19,56,2
C202602363,1,9,78,10
C202602363,2,9,47,22
C202602364,1,9,39,4
C202602365,1,1,76,4
C202602366,1,9,34,-1
C202602366,2,9,75,21
C202602367,1,5,32,0
C202602367,2,9,32,6
C202602367,3,9,31,18
C202602368,1,9,75,21
C202602368,2,5,18,21
C202602369,1,9,43,1
C202602369,2,9,44,9
C202602370,1,9,23,12
C202602370,2,9,37,12
C202602371,1,9,-1,22
C202602372,1,11,26,15
C202602372,2,9,22,13
C202602373,1,9,47,21
C202602374,1,19,60,6
C202602374,2,19,57,11
C202602375,1,9,-1,5
C202602375,2,9,42,1
C202602376,1,9,50,10
C202602377,1,9,73,-1
C202602377,2,3,63,2
C202602377,3,19,71,22
C202602378,1,9,63,19
C202602378,2,19,63,4
C202602379,1,9,82,18
C202602379,2,9,38,18
C202602379,3,19,53,20
C202602380,1,11,26,23
C202602380,2,19,78,23
C202602381,1,9,50,-1
C202602382,1,5,82,18
C202602382,2,9,26,-1
C202602383,1,11,39,19
C202602383,2,5,73,18
C202602383,3,9,83,3
C202602384,1,9,43,4
C202602384,2,11,66,-1
C202602385,1,19,41,0
C202602386,1,1,31,1
C202602387,1,19,80,13
C202602388,1,3,43,9
C202602388,2,9,38,-1
C202602389,1,11,46,8
C202602390,1,9,54,13
C202602391,1,9,69,18
C202602392,1,9,59,4
C202602392,2,9,48,4
C202602393,1,9,25,22
C202602394,1,19,50,23
C202602394,2,9,46,6
C202602395,1,1,57,5
C202602395,2,19,46,24
C202602396,1,9,55,2
C202602396,2,19,66,6
C202602396,3,9,27,14
C202602397,1,5,82,-1
C202602397,2,9,49,4
C202602398,1,9,29,21
C202602398,2,5,49,12
C202602399,1,9,29,21
C202602400,1,3,36,5
C202602401,1,19,21,8
C202602401,2,9,18,12
C202602402,1,11,83,18
C202602402,2,9,19,21
C202602403,1,9,25,6
C202602404,1,5,83,5
C202602404,2,9,77,1
C202602404,3,9,47,13
C202602404,4,9,53,11
C202602405,1,9,41,4
C202602405,2,3,81,10
C202602405,3,9,52,17
C202602406,1,9,68,20
C202602407,1,3,24,19
C202602407,2,5,39,8
C202602408,1,9,66,7
C202602408,2,11,51,-1
C202602409,1,9,62,1
C202602409,2,9,34,7
C202602410,1,9,-1,12
C202602410,2,9,33,15
C202602411,1,11,62,4
C202602411,2,9,43,16
C202602412,1,9,-1,5
C202602412,2,9,69,3
C202602413,1,3,49,11
C202602414,1,5,74,-1
C202602414,2,9,33,16
C202602415,1,19,71,24
C202602415,2,9,38,7
C202602415,3,9,69,21
C202602416,1,9,45,19
C202602417,1,19,61,18
C202602418,1,9,31,10
C202602418,2,9,19,23
C202602418,3,9,60,15
C202602418,4,5,46,18
C202602419,1,5,80,13
C202602419,2,9,46,5
C202602420,1,1,31,-1
C202602420,2,19,44,5
C202602420,3,1,26,8
C202602421,1,3,83,20
C202602421,2,9,82,10
C202602421,3,3,30,11
C202602422,1,5,54,6
C202602422,2,9,74,8
C202602423,1,9,64,5
C202602423,2,19,70,10
C202602424,1,9,74,8
C202602424,2,9,52,18
C202602425,1,9,33,24
C202602425,2,1,38,11
C202602425,3,5,51,4
C202602426,1,5,35,15
C202602426,2,9,28,-1
C202602426,3,9,23,12
C202602426,4,3,81,-1
C202602427,1,9,57,21
C202602428,1,5,69,-1
C202602428,2,9,53,20
C202602429,1,3,63,10
C202602430,1,9,31,21
C202602430,2,1,39,9
C202602431,1,9,82,5
C202602431,2,9,29,-1
C202602432,1,9,43,19
C202602433,1,9,45,21
C202602433,2,9,29,18
C202602434,1,11,61,23
C202602435,1,19,39,10
C202602435,2,3,56,4
C202602436,1,11,61,24
C202602436,2,3,77,-1
C202602437,1,9,50,10
C202602437,2,9,43,9
C202602438,1,11,28,-1
C202602439,1,11,39,8
C202602439,2,9,76,17
C202602440,1,9,82,20
C202602440,2,11,50,9
C202602441,1,5,57,15
C202602441,2,3,41,16
C202602441,3,5,41,23
C202602442,1,9,77,8
C202602442,2,3,49,16
C202602442,3,11,60,15
C202602443,1,11,64,15
C202602443,2,5,75,12
C202602444,1,11,23,12
C202602444,2,9,60,8
C202602445,1,3,71,16
C202602445,2,9,40,20
C202602446,1,9,37,24
C202602447,1,11,51,14
C202602447,2,9,72,3
C202602447,3,9,79,5
C202602448,1,19,60,10
C202602448,2,9,25,5
C202602449,1,9,23,19
C202602450,1,9,-1,17
C202602450,2,3,53,9
C202602450,3,19,46,23
C202602451,1,9,54,20
C202602451,2,5,41,15
C202602452,1,9,34,23
C202602452,2,9,23,3
C202602453,1,5,27,15
C202602453,2,1,29,20
C202602454,1,9,48,2
C202602454,2,11,27,7
C202602455,1,9,26,11
C202602455,2,1,22,5
C202602456,1,11,56,1
C202602456,2,9,71,7
C202602457,1,9,30,0
C202602457,2,1,21,18
C202602457,3,9,69,8
C202602457,4,9,37,16
C202602458,1,19,50,0
C202602458,2,9,34,7
C202602459,1,9,41,19
C202602460,1,5,56,21
C202602460,2,11,71,1
C202602461,1,3,68,10
C202602461,2,19,46,2
C202602461,3,9,68,13
C202602462,1,19,17,17
C202602462,2,9,70,0
C202602462,3,11,48,19
C202602463,1,9,21,6
C202602464,1,11,76,21
C202602464,2,9,54,1
C202602464,3,9,39,3
C202602465,1,9,74,16
C202602466,1,9,71,9
C202602466,2,9,43,24
C202602467,1,3,20,11
C202602468,1,19,51,24
C202602469,1,9,76,21
C202602470,1,9,48,11
C202602471,1,9,65,20
C202602471,2,19,83,22
C202602472,1,9,21,5
C202602472,2,11,17,20
C202602473,1,1,41,5
C202602474,1,9,19,24
C202602474,2,9,68,0
C202602475,1,9,48,4
C202602475,2,9,-1,24
C202602476,1,5,44,4
C202602476,2,9,66,4
C202602477,1,1,65,19
C202602477,2,19,24,-1
C202602478,1,9,37,12
C202602479,1,9,19,2
C202602479,2,3,68,15
C202602480,1,9,23,21
C202602480,2,9,38,20
C202602481,1,19,63,13
C202602481,2,9,38,8
C202602481,3,5,73,5
C202602482,1,11,36,20
C202602482,2,3,83,3
C202602483,1,1,63,-1
C202602484,1,3,60,24
C202602484,2,5,20,6
C202602485,1,19,59,-1
C202602486,1,9,32,3
C202602487,1,9,18,0
C202602487,2,19,29,14
C202602488,1,1,72,24
C202602488,2,9,30,0
C202602489,1,3,19,18
C202602490,1,11,40,4
C202602490,2,9,33,10
C202602491,1,9,25,9
C202602491,2,3,74,23
C202602492,1,9,50,19
C202602492,2,9,37,11
C202602492,3,9,47,14
C202602493,1,3,58,5
C202602493,2,11,-1,21
C202602494,1,19,67,18
C202602494,2,9,76,4
C202602495,1,3,81,9
C202602495,2,3,70,16
C202602495,3,9,44,22
C202602496,1,9,21,21
C202602496,2,9,64,5
C202602496,3,19,17,0
C202602497,1,9,33,21
C202602497,2,3,58,8
C202602497,3,3,72,13
C202602497,4,9,25,23
C202602498,1,9,34,11
C202602498,2,9,-1,7
C202602498,3,9,25,10
C202602499,1,9,-1,18
C202602500,1,1,52,17
C202602500,2,11,84,11
C202602501,1,9,22,6
C202602501,2,9,41,-1
C202602501,3,9,59,13
C202602502,1,9,77,5
C202602502,2,9,43,12
C202602503,1,19,26,-1
C202602503,2,9,18,16
C202602503,3,11,73,10
C202602504,1,9,40,22
C202602504,2,9,52,10
C202602504,3,9,48,2
C202602505,1,19,68,17
C202602505,2,9,27,11
C202602506,1,9,19,-1
C202602506,2,11,63,23
C202602507,1,9,46,18
C202602507,2,11,20,16
C202602508,1,9,21,1
C202602509,1,9,28,0
C202602509,2,9,71,8
C202602510,1,1,25,3
C202602510,2,11,68,20
C202602511,1,11,64,-1
C202602511,2,9,51,19
C202602512,1,9,31,4
C202602512,2,9,56,0
C202602513,1,3,79,6
C202602513,2,19,73,14
