collision_index,longitude,latitude,date,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,urban_or_rural_area,area,num_casualties,severity_score
C202601571,-1.81565,53.67545,01/06/2026,06:10,7,40,0,0,0,1,1,1,0,2,Yorkshire,3,7
C202601572,-0.80685,51.05223,01/06/2026,06:10,6,40,5,2,5,5,1,1,0,2,South East,1,6
C202601573,-1.21822,53.80953,01/06/2026,06:11,6,20,0,4,0,7,3,2,0,1,Yorkshire,3,9
C202601574,-2.99929,51.73038,01/06/2026,06:11,2,30,5,0,0,1,1,1,0,1,Wales,1,2
C202601575,-2.97534,51.38566,01/06/2026,06:11,7,30,0,4,0,1,5,1,0,2,Wales,1,7
C202601576,-0.64676,51.18206,01/06/2026,06:11,6,60,0,4,0,1,-1,2,0,1,South East,2,7
C202601577,-0.12819,51.10412,01/06/2026,06:11,6,30,3,0,0,1,3,1,0,2,London,1,7
C202601578,-1.11403,53.1933,01/06/2026,06:11,6,30,6,2,1,7,1,1,0,1,East Midlands,1,6
C202601579,-1.79043,52.49986,01/06/2026,06:12,3,60,5,2,0,1,1,4,0,1,West Midlands,2,8
C202601580,-2.04557,52.4732,01/06/2026,06:12,3,30,0,0,-1,1,1,-1,0,1,West Midlands,1,3
C202601581,-0.64064,51.74377,01/06/2026,06:12,9,50,6,4,0,5,1,1,0,2,London,1,7
C202601582,-2.50391,53.46561,01/06/2026,06:12,6,40,3,4,0,1,1,2,7,1,North West,1,5
C202601583,-1.94476,52.70906,01/06/2026,06:13,6,60,2,0,0,1,1,4,0,2,West Midlands,1,5
C202601584,-1.5235,52.9708,01/06/2026,06:13,6,30,5,0,0,1,8,1,0,1,East Midlands,1,3
C202601585,-1.95703,52.84356,01/06/2026,06:13,6,60,5,1,0,5,7,1,0,2,West Midlands,1,10
C202601586,-2.3123,53.24059,01/06/2026,06:13,7,30,5,0,0,1,1,1,0,1,North West,1,4
C202601587,-0.97292,51.36964,01/06/2026,06:13,6,50,1,-1,0,5,1,1,0,1,South East,3,8
C202601588,-1.69013,54.72678,01/06/2026,06:13,3,30,0,2,0,1,1,1,0,2,North East,1,6
C202601589,-3.29463,51.50908,01/06/2026,06:13,2,40,0,-1,0,1,5,2,0,2,Wales,1,7
C202601590,-1.36539,52.8103,01/06/2026,06:13,6,30,6,-1,0,1,1,-1,0,2,East Midlands,2,5
C202601591,-1.78424,54.94955,01/06/2026,06:13,6,50,6,0,0,1,1,1,0,1,North East,2,5
C202601592,-0.18319,51.39424,01/06/2026,06:14,6,40,3,4,0,1,1,1,0,2,London,1,5
C202601593,-0.9294,53.11464,01/06/2026,06:14,6,70,0,4,1,1,1,1,0,2,East Midlands,2,10
C202601594,-2.57155,53.79301,01/06/2026,06:14,6,60,1,1,5,5,1,1,0,2,North West,2,10
C202601595,-1.33616,54.11839,01/06/2026,06:15,1,40,0,2,0,1,1,2,0,1,Yorkshire,3,7
C202601596,-3.58159,51.23404,01/06/2026,06:15,3,70,3,0,1,1,3,1,0,2,South West,4,9
C202601597,-3.50763,50.74118,01/06/2026,06:15,6,20,0,-1,5,5,-1,2,0,2,South West,1,6
C202601598,-1.94288,53.79526,01/06/2026,06:15,6,60,0,0,0,5,2,1,0,1,Yorkshire,1,9
C202601599,-3.42318,50.49883,01/06/2026,06:15,3,20,5,2,0,7,1,1,0,2,South West,4,9
C202601600,-0.5284,51.11186,01/06/2026,06:15,7,30,3,4,0,7,1,1,0,1,South East,1,6
C202601601,-1.59073,54.59597,01/06/2026,06:16,6,40,0,1,0,1,3,1,0,1,North East,1,3
C202601602,0.12702,51.52972,01/06/2026,06:16,6,70,5,2,0,1,1,1,0,2,London,1,5
C202601603,-1.31559,55.01625,01/06/2026,06:16,2,30,6,2,0,1,1,1,0,1,North East,1,4
C202601604,-1.86041,52.38753,01/06/2026,06:16,6,30,0,2,-1,1,1,1,0,2,West Midlands,2,6
C202601605,-1.43206,53.92347,01/06/2026,06:16,6,50,6,4,0,1,-1,1,0,1,Yorkshire,1,5
C202601606,-1.06446,53.837,01/06/2026,06:16,6,30,0,0,-1,1,2,1,0,1,Yorkshire,1,5
C202601607,-1.33815,52.83735,01/06/2026,06:18,2,30,3,0,1,1,1,1,0,2,East Midlands,1,6
C202601608,-3.42935,50.41721,01/06/2026,06:18,6,40,-1,1,0,5,1,1,0,1,South West,1,5
C202601609,-0.29233,51.19682,01/06/2026,06:18,6,40,3,2,0,1,1,1,0,1,South East,1,5
C202601610,-1.75882,55.08453,01/06/2026,06:18,6,30,6,0,0,1,1,2,0,2,North East,1,6
C202601611,-0.67671,52.77611,01/06/2026,06:18,3,30,1,-1,0,1,6,2,0,2,East Midlands,2,8
C202601612,-1.50874,54.05804,01/06/2026,06:18,3,30,5,4,0,5,1,2,0,2,Yorkshire,1,6
C202601613,-1.76382,54.60978,01/06/2026,06:19,6,30,6,2,0,7,1,2,0,2,North East,1,6
C202601614,-3.02185,51.61442,01/06/2026,06:19,7,30,3,0,5,1,1,1,0,1,Wales,4,7
C202601615,-1.33976,53.88355,01/06/2026,06:19,6,70,6,2,1,1,1,2,0,1,Yorkshire,1,4
C202601616,-3.28052,51.18642,01/06/2026,06:19,7,30,6,0,0,7,1,9,0,1,Wales,2,5
C202601617,-3.1115,51.67633,01/06/2026,06:19,9,60,3,0,0,5,6,1,0,2,Wales,2,9
C202601618,-3.25357,51.78401,01/06/2026,06:20,6,30,0,2,0,1,1,1,0,1,Wales,3,5
C202601619,-3.30293,52.03854,01/06/2026,06:20,6,30,-1,-1,0,1,1,1,0,1,Wales,3,5
C202601620,-1.03749,52.91329,01/06/2026,06:20,6,30,5,2,0,5,1,1,0,1,East Midlands,1,4
C202601621,-3.27199,50.92937,01/06/2026,06:20,6,40,0,0,0,4,3,1,0,1,South West,1,7
C202601622,-2.7831,53.12816,01/06/2026,06:20,6,60,0,0,5,1,-1,1,0,1,North West,1,4
C202601623,-1.57308,53.71175,01/06/2026,06:20,6,60,6,2,1,7,1,1,0,1,Yorkshire,1,5
C202601624,-0.23301,51.31066,01/06/2026,06:20,6,30,0,1,0,1,1,1,0,2,South East,1,4
C202601625,-3.02002,51.58103,01/06/2026,06:21,1,40,5,1,1,5,2,1,0,2,Wales,1,9
C202601626,-3.87661,50.13747,01/06/2026,06:21,6,30,5,0,0,5,1,1,6,1,South West,1,2
C202601627,-3.32424,50.39896,01/06/2026,06:21,3,30,0,2,0,1,1,1,0,2,South West,1,4
C202601628,-1.42261,53.57031,01/06/2026,06:21,1,40,5,4,1,1,2,1,0,2,East Midlands,1,4
C202601629,-0.48987,51.76649,01/06/2026,06:21,6,30,3,4,0,5,1,4,0,1,London,1,5
C202601630,-1.14955,52.99233,01/06/2026,06:21,6,30,0,4,0,5,1,1,0,1,East Midlands,1,5
C202601631,-0.39397,51.29943,01/06/2026,06:21,6,60,3,0,0,1,1,1,0,1,South East,1,5
C202601632,-1.30218,53.58603,01/06/2026,06:21,6,40,3,0,0,1,1,1,7,1,Yorkshire,2,6
C202601633,-1.24155,55.08769,01/06/2026,06:22,1,30,6,0,0,5,2,1,0,1,North East,1,6
C202601634,-2.38056,53.10144,01/06/2026,06:22,2,40,5,-1,5,6,1,1,0,2,North West,1,6
C202601635,-1.61751,53.53287,01/06/2026,06:22,6,50,0,0,0,1,2,2,0,2,Yorkshire,1,7
C202601636,-0.60612,51.39191,01/06/2026,06:22,6,30,0,0,0,1,1,2,0,1,South East,1,6
C202601637,-3.0771,50.78101,01/06/2026,06:23,9,50,5,0,0,5,2,1,0,1,South West,1,9
C202601638,-1.0335,54.20245,01/06/2026,06:23,2,30,0,0,0,5,1,1,0,2,Yorkshire,1,7
C202601639,-3.55431,51.13873,01/06/2026,06:23,1,30,0,2,0,5,1,1,0,2,Wales,1,5
C202601640,-3.43571,50.78081,01/06/2026,06:23,6,40,3,4,0,5,1,1,0,2,South West,3,8
C202601641,-3.67781,50.57994,01/06/2026,06:24,9,60,0,4,5,1,1,1,0,1,South West,3,7
C202601642,-0.49888,51.51512,01/06/2026,06:24,3,30,5,0,0,6,1,1,0,1,South East,1,6
C202601643,-1.42274,55.08997,01/06/2026,06:24,3,20,5,4,0,1,1,1,0,2,North East,1,6
C202601644,-2.58108,53.83586,01/06/2026,06:24,3,40,0,2,0,1,-1,2,0,1,North West,2,6
C202601645,-0.90728,50.78181,01/06/2026,06:24,6,30,0,2,1,1,1,1,0,1,South East,1,4
C202601646,-2.47637,53.49394,01/06/2026,06:24,3,30,5,0,-1,1,1,1,0,1,North West,1,4
C202601647,-1.61281,54.87155,01/06/2026,06:25,7,30,3,0,0,1,1,1,0,2,North East,1,3
C202601648,-3.47634,50.77113,01/06/2026,06:25,6,50,5,2,5,1,1,1,0,1,South West,1,4
C202601649,-0.1494,51.7558,01/06/2026,06:25,6,60,5,1,0,1,2,2,0,1,London,1,5
C202601650,-0.65114,51.04026,01/06/2026,06:25,6,30,3,2,0,1,1,1,0,2,South East,1,5
C202601651,-2.57853,53.57837,01/06/2026,06:25,7,60,6,0,0,5,6,1,0,2,North West,1,10
C202601652,-1.67929,52.67138,01/06/2026,06:25,3,30,6,4,5,5,-1,2,0,1,West Midlands,1,6
C202601653,-1.82138,53.27405,01/06/2026,06:26,3,30,6,1,5,1,2,9,0,2,East Midlands,1,4
C202601654,-1.94325,51.9714,01/06/2026,06:26,3,30,0,2,0,1,1,1,0,2,West Midlands,1,6
C202601655,-2.70356,53.33789,01/06/2026,06:26,6,30,0,0,0,5,1,9,0,2,North West,1,6
C202601656,-3.08269,51.33644,01/06/2026,06:26,6,40,3,2,0,7,1,2,0,2,Wales,1,6
C202601657,-1.3217,53.75202,01/06/2026,06:26,7,30,0,4,1,1,1,4,0,1,Yorkshire,1,4
C202601658,-1.53953,55.05166,01/06/2026,06:26,6,70,6,4,0,1,1,1,0,2,North East,1,9
C202601659,-3.49639,50.8354,01/06/2026,06:27,6,40,0,1,0,1,1,1,0,2,South West,1,6
C202601660,-1.25528,53.21151,01/06/2026,06:27,2,30,6,2,1,1,2,1,2,2,East Midlands,1,5
C202601661,-2.98122,51.78904,01/06/2026,06:27,2,30,2,-1,0,1,1,2,0,1,Wales,1,4
C202601662,-3.05743,50.63387,01/06/2026,06:27,6,70,0,0,5,1,1,1,0,2,South West,1,6
C202601663,-1.77749,52.5151,01/06/2026,06:27,6,60,-1,2,0,1,1,2,0,1,West Midlands,1,5
C202601664,-3.10623,51.83135,01/06/2026,06:28,6,40,5,4,1,1,1,2,0,2,Wales,1,7
C202601665,-1.02639,52.49603,01/06/2026,06:28,6,40,0,2,0,1,1,2,0,1,East Midlands,1,4
C202601666,-1.66806,53.37808,01/06/2026,06:28,6,30,6,-1,1,1,1,1,0,1,Yorkshire,2,5
C202601667,-0.92833,50.89952,01/06/2026,06:28,7,30,3,4,0,1,6,4,0,1,South East,1,7
C202601668,-1.34101,52.95971,01/06/2026,06:28,6,30,0,1,0,5,1,1,0,2,East Midlands,1,8
C202601669,-0.07147,51.10055,01/06/2026,06:29,6,70,6,2,0,1,1,1,2,1,London,1,6
C202601670,-1.35527,53.58366,01/06/2026,06:29,7,50,0,1,0,1,8,1,0,2,Yorkshire,1,5
C202601671,-0.04401,51.66442,01/06/2026,06:29,6,40,5,4,1,1,5,1,0,1,London,1,5
C202601672,-1.61559,53.70626,01/06/2026,06:29,3,40,-1,1,0,5,1,1,6,1,Yorkshire,2,9
C202601673,-1.38253,53.64718,01/06/2026,06:30,2,30,5,1,0,1,1,2,0,1,Yorkshire,1,2
C202601674,-0.81987,51.46018,01/06/2026,06:30,6,40,6,4,-1,4,1,2,0,1,South East,2,5
C202601675,-0.03404,51.11373,01/06/2026,06:31,9,20,6,2,0,1,1,1,0,1,London,1,4
C202601676,-3.30269,51.3984,01/06/2026,06:31,6,50,3,2,0,1,1,1,0,2,Wales,1,5
C202601677,-2.49959,53.71256,01/06/2026,06:31,2,30,0,1,0,1,1,2,0,1,North West,1,5
C202601678,-2.81886,53.28069,01/06/2026,06:31,6,60,3,1,0,1,2,1,0,2,North West,3,9
C202601679,-2.9853,53.7987,01/06/2026,06:31,6,30,0,4,0,1,1,2,0,2,North West,1,7
C202601680,-1.47023,54.45104,01/06/2026,06:31,7,30,0,4,0,1,1,1,0,1,North East,1,4
C202601681,-2.23846,53.69572,01/06/2026,06:31,9,30,5,-1,0,1,1,2,0,2,North West,1,5
C202601682,-1.71045,54.78018,01/06/2026,06:31,1,30,0,4,0,1,1,1,0,2,North East,1,7
C202601683,-2.51909,52.54767,01/06/2026,06:32,3,30,0,4,0,1,8,1,2,2,West Midlands,2,7
C202601684,0.15881,51.82883,01/06/2026,06:32,6,30,5,2,5,1,1,1,0,1,London,1,3
C202601685,-0.08357,51.76395,01/06/2026,06:32,6,20,-1,0,0,1,1,2,0,2,London,1,4
C202601686,-1.02153,54.88308,01/06/2026,06:32,6,70,5,0,0,1,1,2,0,1,North East,1,9
C202601687,-0.37672,51.24311,01/06/2026,06:32,6,40,3,1,0,7,1,2,0,2,South East,2,8
C202601688,-0.24895,51.51126,01/06/2026,06:33,9,30,0,4,5,7,1,1,0,1,London,1,5
C202601689,-1.60774,54.66098,01/06/2026,06:34,7,30,3,4,0,1,1,1,0,1,North East,4,6
C202601690,-0.61458,51.5878,01/06/2026,06:34,2,40,6,0,0,1,1,1,0,1,South East,2,5
C202601691,-3.31898,50.91844,01/06/2026,06:34,2,20,0,4,0,1,1,1,0,1,Wales,1,3
C202601692,-3.12735,50.875,01/06/2026,06:34,6,40,1,0,0,1,1,1,1,2,South West,4,9
C202601693,-1.72366,52.67561,01/06/2026,06:34,6,30,3,0,1,5,1,1,0,2,West Midlands,2,8
C202601694,-1.33023,52.76249,01/06/2026,06:35,6,30,3,2,0,1,1,1,0,2,East Midlands,1,6
C202601695,-0.79437,52.99656,01/06/2026,06:35,7,40,-1,4,0,1,1,1,0,1,East Midlands,2,6
C202601696,-2.90435,53.36625,01/06/2026,06:36,7,70,5,4,1,1,6,2,0,1,North West,1,7
C202601697,-1.38731,53.77086,01/06/2026,06:36,3,30,6,2,-1,1,1,1,0,1,Yorkshire,1,4
C202601698,-3.83108,50.91569,01/06/2026,06:37,7,30,0,4,0,1,2,-1,0,2,South West,1,5
C202601699,0.134,51.7484,01/06/2026,06:37,6,30,0,2,1,1,8,1,0,1,London,1,5
C202601700,-1.79707,55.44414,01/06/2026,06:37,7,60,0,0,0,5,2,1,0,1,North East,1,8
C202601701,-2.72076,53.1486,01/06/2026,06:37,6,40,0,4,-1,1,3,2,0,1,North West,1,4
C202601702,-1.80869,52.56267,01/06/2026,06:38,2,40,0,4,-1,1,1,1,6,2,West Midlands,1,7
C202601703,-3.07999,51.74873,01/06/2026,06:38,6,50,2,0,0,6,1,1,0,2,Wales,2,7
C202601704,-1.04574,52.80472,01/06/2026,06:38,2,60,0,4,0,1,1,1,0,1,East Midlands,1,7
C202601705,-1.10714,53.2664,01/06/2026,06:38,6,70,0,4,0,5,1,2,0,1,East Midlands,1,8
C202601706,-1.78467,52.90331,01/06/2026,06:38,6,30,2,0,5,5,3,1,0,1,Yorkshire,1,6
C202601707,-3.57518,51.18991,01/06/2026,06:38,6,60,0,0,0,1,2,1,0,1,South West,1,4
C202601708,-3.16998,51.44151,01/06/2026,06:39,7,30,2,4,0,1,1,1,0,1,Wales,3,4
C202601709,-1.06119,52.85659,01/06/2026,06:39,6,70,-1,4,5,1,2,1,0,2,East Midlands,2,6
C202601710,-1.74731,54.94423,01/06/2026,06:39,7,20,3,4,0,1,1,2,0,1,North East,1,3
C202601711,-2.40412,53.7813,01/06/2026,06:39,6,30,3,2,0,5,1,2,0,1,North West,2,4
C202601712,-1.71083,54.85765,01/06/2026,06:40,1,70,5,2,0,1,1,2,1,1,North East,1,8
C202601713,-1.70497,53.4575,01/06/2026,06:40,3,40,2,1,0,7,1,1,0,1,Yorkshire,3,9
C202601714,-0.98141,50.78442,01/06/2026,06:40,6,30,0,2,0,1,1,1,0,2,South East,5,9
C202601715,-1.8474,54.77575,01/06/2026,06:41,2,30,2,2,5,1,1,2,0,1,North East,3,5
C202601716,-1.40012,52.83737,01/06/2026,06:41,6,30,1,2,0,4,1,2,0,2,East Midlands,1,7
C202601717,-1.30942,52.67807,01/06/2026,06:41,6,50,6,4,-1,5,5,1,0,1,East Midlands,1,5
C202601718,-1.24262,55.08526,01/06/2026,06:41,2,40,5,1,0,5,6,1,0,2,North East,1,5
C202601719,-1.14083,52.76885,01/06/2026,06:42,6,50,0,2,0,5,1,1,0,1,East Midlands,1,6
C202601720,-0.29996,51.21695,01/06/2026,06:42,9,30,3,0,0,1,1,1,0,1,South East,1,3
C202601721,-3.04096,53.28368,01/06/2026,06:42,6,40,5,2,0,5,2,2,0,1,North West,1,5
C202601722,-2.97635,51.43907,01/06/2026,06:42,6,40,5,0,0,5,3,1,0,2,Wales,1,8
C202601723,-2.42785,53.37958,01/06/2026,06:43,7,40,5,1,5,5,2,1,0,2,North West,3,9
C202601724,-3.94771,50.91808,01/06/2026,06:43,6,60,3,0,1,1,1,-1,0,2,South West,1,9
C202601725,-0.70331,51.20687,01/06/2026,06:43,6,50,3,4,0,1,1,2,0,1,South East,1,5
C202601726,-3.48186,51.11431,01/06/2026,06:43,3,60,3,2,0,1,1,2,0,1,South West,1,6
C202601727,-2.49857,53.39678,01/06/2026,06:43,7,40,2,2,0,4,1,-1,0,1,North West,1,5
C202601728,-3.68321,51.00776,01/06/2026,06:43,6,30,0,0,0,5,1,1,0,2,South West,1,7
C202601729,-1.49566,54.95731,01/06/2026,06:43,6,30,0,0,1,5,1,1,0,1,North East,2,5
C202601730,-0.89147,53.10936,01/06/2026,06:44,7,30,5,0,1,1,1,2,0,1,East Midlands,1,4
C202601731,-1.00082,51.39547,01/06/2026,06:44,1,30,0,4,-1,6,1,1,0,1,South East,1,4
C202601732,-2.69539,53.90191,01/06/2026,06:44,6,30,6,4,5,5,1,1,0,1,North West,1,4
C202601733,-1.45693,54.95941,01/06/2026,06:44,6,30,3,2,0,5,1,1,0,2,North East,2,10
C202601734,-3.40528,51.63536,01/06/2026,06:45,7,40,0,-1,0,1,1,1,0,1,Wales,1,6
C202601735,-0.53052,51.09678,01/06/2026,06:46,6,30,1,2,0,1,-1,1,0,1,South East,1,3
C202601736,-1.54544,53.45562,01/06/2026,06:46,6,50,3,4,0,4,1,2,0,1,Yorkshire,1,8
C202601737,0.10034,51.49654,01/06/2026,06:46,7,40,3,4,0,1,6,1,0,2,London,3,6
C202601738,-3.93339,51.60947,01/06/2026,06:46,3,30,0,-1,5,1,1,1,0,1,Wales,1,4
C202601739,-2.35791,53.80655,01/06/2026,06:47,3,30,6,4,5,5,1,1,0,1,North West,1,3
C202601740,-0.62444,51.22633,01/06/2026,06:47,7,30,3,2,1,5,1,1,0,1,South East,4,6
C202601741,-1.37948,53.84351,01/06/2026,06:47,6,30,0,4,5,5,2,1,0,2,Yorkshire,2,10
C202601742,-1.72275,53.57443,01/06/2026,06:47,3,60,5,4,0,4,1,1,0,1,Yorkshire,1,5
C202601743,-2.17945,53.92954,01/06/2026,06:47,6,70,3,2,0,5,2,1,0,1,North West,1,8
C202601744,-2.08594,52.24291,01/06/2026,06:48,2,60,6,4,0,1,1,2,0,1,West Midlands,1,4
C202601745,-2.36276,53.47426,01/06/2026,06:48,6,30,0,2,5,5,2,1,0,2,North West,5,10
C202601746,-1.62699,55.15954,01/06/2026,06:48,6,30,5,4,5,1,1,1,0,1,North East,1,3
C202601747,-0.60185,51.39869,01/06/2026,06:48,3,20,3,0,0,6,1,1,0,1,London,1,5
C202601748,0.03626,51.65881,01/06/2026,06:49,6,60,0,4,0,1,1,1,0,1,London,1,6
C202601749,-2.58427,52.98796,01/06/2026,06:49,6,30,0,4,0,1,1,2,0,2,North West,1,7
C202601750,-1.73508,53.72971,01/06/2026,06:49,6,40,5,4,0,1,2,2,0,1,Yorkshire,1,7
C202601751,-1.93627,52.65338,01/06/2026,06:49,6,30,3,1,1,5,1,1,6,1,West Midlands,1,4
C202601752,0.56136,50.63409,01/06/2026,06:49,3,60,3,1,0,4,1,1,0,2,London,1,10
C202601753,-0.2957,51.02186,01/06/2026,06:50,3,30,5,2,0,5,1,2,0,2,London,1,8
C202601754,-2.34665,53.55194,01/06/2026,06:50,7,70,6,0,5,1,1,1,0,2,North West,2,6
C202601755,-1.64702,54.4495,01/06/2026,06:50,3,30,5,2,0,1,1,1,0,1,North East,1,3
C202601756,-1.84964,52.28609,01/06/2026,06:50,7,60,6,4,0,5,1,1,0,1,West Midlands,1,4
C202601757,-0.50887,51.47056,01/06/2026,06:51,1,60,0,4,0,4,5,1,0,1,South East,1,8
C202601758,-3.29217,50.40449,01/06/2026,06:51,3,30,0,4,0,5,1,1,0,1,South West,1,6
C202601759,-1.79385,52.72553,01/06/2026,06:51,6,70,6,1,0,1,1,1,0,1,West Midlands,1,5
C202601760,-0.99758,51.21483,01/06/2026,06:51,6,30,0,0,0,1,1,1,0,1,South East,1,1
C202601761,-1.82778,52.45693,01/06/2026,06:52,2,30,0,0,0,5,1,4,0,2,West Midlands,2,7
C202601762,-0.69191,50.60457,01/06/2026,06:52,6,30,6,1,0,1,1,1,0,1,South East,1,3
C202601763,-1.75832,55.11486,01/06/2026,06:52,6,50,-1,-1,0,4,7,1,0,1,North East,4,8
C202601764,-1.87543,54.57983,01/06/2026,06:52,2,60,3,4,1,1,1,1,0,2,North East,1,6
C202601765,-1.24298,53.66867,01/06/2026,06:53,7,60,0,0,0,5,1,1,1,1,Yorkshire,1,6
C202601766,-1.03804,51.56542,01/06/2026,06:53,6,50,0,2,0,1,8,1,0,1,South East,1,4
C202601767,-1.37696,53.47933,01/06/2026,06:53,1,60,1,0,0,5,1,1,0,1,Yorkshire,1,6
C202601768,-1.73491,53.60307,01/06/2026,06:53,2,30,0,-1,0,1,1,1,6,2,Yorkshire,1,6
C202601769,-0.58171,50.78812,01/06/2026,06:53,9,30,3,2,0,4,1,1,0,2,South East,1,8
C202601770,-2.03741,53.36787,01/06/2026,06:54,9,50,3,0,0,4,1,1,0,1,Yorkshire,1,4
C202601771,-3.30882,50.84305,01/06/2026,06:54,2,40,5,4,1,1,1,2,0,2,South West,3,9
C202601772,-3.6063,51.02996,01/06/2026,06:54,6,40,6,0,1,1,1,1,0,1,South West,1,4
C202601773,-1.38678,52.86357,01/06/2026,06:54,6,40,2,4,0,1,5,1,0,1,East Midlands,1,6
C202601774,-1.05238,53.66608,01/06/2026,06:54,6,30,5,0,0,1,1,2,0,1,Yorkshire,4,7
C202601775,-1.15579,52.93771,01/06/2026,06:54,3,40,3,0,0,1,1,2,0,2,East Midlands,1,6
C202601776,-1.49457,54.03114,01/06/2026,06:54,6,30,-1,4,0,1,8,1,0,1,Yorkshire,1,5
C202601777,-1.56798,54.70015,01/06/2026,06:55,6,30,3,0,0,1,1,2,0,2,North East,1,6
C202601778,-2.40686,53.77995,01/06/2026,06:55,1,50,0,-1,5,5,1,1,0,1,North West,1,4
C202601779,-2.03146,52.16496,01/06/2026,06:55,6,30,0,2,0,1,1,2,0,1,West Midlands,1,5
C202601780,-1.49613,52.29428,01/06/2026,06:55,2,30,0,0,0,4,5,1,0,1,West Midlands,2,7
C202601781,-2.09839,52.7316,01/06/2026,06:55,9,30,0,0,0,1,1,9,0,1,West Midlands,2,4
C202601782,-3.66391,50.91162,01/06/2026,06:55,6,30,0,0,5,1,8,2,0,1,South West,2,4
C202601783,-2.54697,53.50551,01/06/2026,06:56,6,30,0,4,5,1,1,1,0,2,North West,1,2
C202601784,0.40503,51.13535,01/06/2026,06:56,6,40,3,2,0,1,1,1,0,1,London,1,4
C202601785,-1.26516,53.07547,01/06/2026,06:56,1,40,6,0,0,1,2,9,0,2,East Midlands,1,7
C202601786,-1.79731,52.77001,01/06/2026,06:56,7,60,3,2,0,1,3,1,0,1,West Midlands,1,6
C202601787,-1.6566,53.74371,01/06/2026,06:57,6,40,3,0,0,4,1,1,0,1,Yorkshire,3,9
C202601788,-3.36491,51.73243,01/06/2026,06:57,6,30,5,0,0,1,6,2,0,2,Wales,2,9
C202601789,-1.53488,54.93035,01/06/2026,06:57,6,60,6,4,0,1,2,1,0,1,North East,1,5
C202601790,-0.37513,50.79709,01/06/2026,06:57,7,30,0,0,5,1,5,1,0,2,South East,1,4
C202601791,-1.87472,53.75927,01/06/2026,06:57,7,40,0,0,0,1,1,1,0,1,Yorkshire,1,6
C202601792,-1.48625,53.90372,01/06/2026,06:58,6,60,6,4,0,1,1,1,0,2,Yorkshire,1,6
C202601793,-3.0442,51.6044,01/06/2026,06:58,6,40,5,4,0,1,1,1,0,2,Wales,1,4
C202601794,-2.65122,53.49196,01/06/2026,06:58,9,30,3,4,5,5,2,2,0,1,North West,1,9
C202601795,-1.68363,54.93076,01/06/2026,06:58,6,20,3,4,0,6,5,1,0,1,North East,2,4
C202601796,-3.7242,51.17306,01/06/2026,06:58,6,30,-1,0,0,1,2,1,0,2,South West,5,10
C202601797,-2.70141,53.68939,01/06/2026,06:58,6,30,0,4,5,1,1,1,0,1,North West,1,3
C202601798,-2.04231,52.24154,01/06/2026,06:58,6,30,5,2,-1,5,1,1,0,1,West Midlands,1,4
C202601799,-1.37172,54.74984,01/06/2026,06:59,7,20,0,1,0,1,1,1,0,2,North East,1,4
C202601800,-0.27798,51.64169,01/06/2026,06:59,6,30,0,1,5,1,1,1,0,1,London,3,4
C202601801,-2.51957,53.10247,01/06/2026,06:59,2,40,6,0,0,1,1,1,0,1,North West,1,6
C202601802,-2.28249,53.36106,01/06/2026,06:59,7,70,2,0,0,1,1,1,0,2,North West,2,10
C202601803,-3.42471,51.35572,01/06/2026,07:00,3,30,2,2,0,5,1,9,0,1,Wales,1,6
C202601804,-3.40475,51.23357,01/06/2026,07:00,2,40,0,0,1,5,1,1,0,1,Wales,1,4
C202601805,-1.13655,53.3549,01/06/2026,07:00,6,30,6,4,0,1,1,1,0,1,East Midlands,2,2
C202601806,-2.03404,52.53074,01/06/2026,07:01,7,30,3,4,5,5,1,2,1,1,West Midlands,2,7
C202601807,-0.90281,52.74043,01/06/2026,07:01,2,50,3,2,0,1,1,2,7,1,East Midlands,2,5
C202601808,0.0696,51.09125,01/06/2026,07:01,6,30,-1,-1,-1,1,1,9,0,2,London,1,4
C202601809,-0.04803,51.26161,01/06/2026,07:01,3,30,0,4,0,5,3,1,0,2,London,1,7
C202601810,0.17214,51.62167,01/06/2026,07:02,6,40,0,2,0,1,1,1,0,1,London,5,7
C202601811,-3.24883,51.34873,01/06/2026,07:02,3,50,0,2,1,1,1,2,7,1,Wales,1,5
C202601812,-1.11919,52.88501,01/06/2026,07:02,6,30,0,2,0,1,2,2,0,1,East Midlands,1,3
C202601813,0.17054,51.46404,01/06/2026,07:03,9,30,-1,0,0,1,5,1,7,2,London,1,5
C202601814,-2.92042,50.52901,01/06/2026,07:03,6,30,3,0,5,1,1,1,0,1,South West,2,6
C202601815,-3.27553,51.58296,01/06/2026,07:03,2,30,5,2,0,5,1,1,0,1,Wales,1,4
C202601816,-1.68237,55.10562,01/06/2026,07:03,7,30,0,2,0,1,1,1,0,2,North East,1,5
C202601817,-0.75145,53.11959,01/06/2026,07:03,2,30,3,4,5,7,1,1,0,1,East Midlands,1,3
C202601818,-1.12391,52.72592,01/06/2026,07:04,1,40,6,-1,0,1,1,1,1,2,East Midlands,1,6
C202601819,-3.53012,51.34848,01/06/2026,07:04,6,30,5,0,0,1,1,-1,0,1,Wales,2,5
C202601820,-1.03143,53.06415,01/06/2026,07:04,2,50,6,4,5,1,1,1,0,2,East Midlands,1,6
C202601821,-0.7396,51.31759,01/06/2026,07:05,6,60,6,4,5,1,1,3,0,2,South East,1,6
